"titledwpi"
"Apparatus for protecting e.g. credit card through personal computing device, has electrically conductive sheath for surrounding electronic device in first position, where sheath surrounds portion of electronic device in second position"
"Device for enhancing traffic safety through augmented reality and shared data, comprises hardware processors that are coupled to a memory and execute instructions for identifying a transportation vehicle that partially blocks view of user"
"System for providing e.g. paid parking services, through wireless beacons for electric vehicle, has processor for determining parking space for user using check-in information and beacons, and communicating parking space to device of user"
"System for providing e.g. paid parking services, through wireless beacons for electric vehicle, has processor for determining parking space for user using check-in information and beacons, and communicating parking space to device of user"
"Platform for performing e.g. accident between vehicles, in road for e.g. police car, has urgent situation display device performing on-off action to inform emergency situation, and server for controlling urgent situation display device"
"Platform for performing e.g. accident between vehicles, in road for e.g. police car, has urgent situation display device performing on-off action to inform emergency situation, and server for controlling urgent situation display device"
"System for providing crosswalk management through long term evolution direct communication of communication device, has communication module for storing information to database and communicating setting to affect crosswalk signal"
"System for providing e.g. information on heart rate to doctor in hospital, has processor instructing beacons to transmit request for specific type of information such that organized information is provided as visual representation"
"System for providing emergency auto-notification regarding emergency situations e.g. accident, has one or more hardware processors in communication with one or more memories to send second communication to contact regarding emergency"
"Method for operating management system to conduct transaction between account holder and automated teller machine through e.g. Star network, involves identifying account associated with user and available for conducting transaction"
"Method for operating mobile device to complete transaction between account holder and automated teller machine, involves capturing automated teller machine code by mobile device and transmitting information identifying payment account"
"Method of allocating moneys owned and controlled by bank involves adding amount of cash secured at remote kiosks and amount of cash available to bank to update record of amount of cash available to bank to satisfy depositor's claims"
"Method of allocating moneys owned and controlled by bank involves adding amount of cash secured at remote kiosks and amount of cash available to bank to update record of amount of cash available to bank to satisfy depositor's claims"
"Code transmission method involves user transferring financial institution-related information to allocation unit; allocation unit transfers information with credit and/or debit"
"Code transmission method involves user transferring financial institution-related information to allocation unit; allocation unit transfers information with credit and/or debit"
"Code transmission method involves user transferring financial institution-related information to allocation unit; allocation unit transfers information with credit and/or debit"
"Code transmission method involves user transferring financial institution-related information to allocation unit; allocation unit transfers information with credit and/or debit"
"Code transmission method involves user transferring financial institution-related information to allocation unit; allocation unit transfers information with credit and/or debit"
"System for facilitating electronic transactions i.e. mobile payment service, of consumers on user device, has processor for providing transaction amount along with payment indicator for display on display device using payment interface"
"Method for operating mobile device to complete transaction between account holder and automated teller machine, involves receiving instructions from transaction management system to complete transaction"
"Method for operating mobile device to complete transaction between account holder and automated teller machine, involves receiving instructions from transaction management system to complete transaction"
"Method for operating mobile device to complete transaction between account holder and automated teller machine, involves receiving instructions from transaction management system to complete transaction"
"Method for operating mobile device to complete transaction between account holder and automated teller machine, involves receiving instructions from transaction management system to complete transaction"
"Method for operating mobile device to complete transaction between account holder and automated teller machine, involves receiving instructions from transaction management system to complete transaction"
"System for facilitating electronic transaction on user device, has interface module that causes user device to display images on main page of user device and user device causes to display transaction amount on page of user device"
"System for facilitating electronic transaction on user device, has interface module that causes user device to display images on main page of user device and user device causes to display transaction amount on page of user device"
"System for wireless beacon connections for providing digital letters of credit on detection of user at location, has processor that executes instructions to cause system to transmit time-limited digital letter of credit to merchant device"
"Electronic transactions facilitating system for use in user device, has hardware processor for determining transaction amount based on contact point dependent measurement of touch input, and presenting, on user device, transaction amount"
"System for facilitating electronic transactions on user device, has processors configured to read instructions from non-transitory memory to cause system to provide transaction amount with payment indicator for display on user interface"
"Apparatus for electronically transferring currency from source to target user account, in which information on identified game application is transmitted for display, and selection of target user associated with game application is received"
"Method for conducting electronic credit/debit card payment transactions to acquirer using mobile phones, involves producing verification message in bank server based on verification, and transmitting verification message to payment server"
"Method for conducting electronic credit/debit card payment transactions to acquirer using mobile phones, involves producing verification message in bank server based on verification, and transmitting verification message to payment server"
"Method for conducting electronic credit/debit card payment transactions to acquirer using mobile phones, involves producing verification message in bank server based on verification, and transmitting verification message to payment server"
"Method for conducting electronic credit/debit card payment transactions to acquirer using mobile phones, involves producing verification message in bank server based on verification, and transmitting verification message to payment server"
"Method of conducting electronic credit payments using credit payment unit, involves communicating reader serial number stored in card reader device through mobile phone to payment server"
"Method of conducting electronic credit payments using credit payment unit, involves communicating reader serial number stored in card reader device through mobile phone to payment server"
"Method of conducting electronic credit payments using credit payment unit, involves communicating reader serial number stored in card reader device through mobile phone to payment server"
"Method of conducting electronic credit payments using credit payment unit, involves communicating reader serial number stored in card reader device through mobile phone to payment server"
"Method of conducting electronic credit payments using credit payment unit, involves communicating reader serial number stored in card reader device through mobile phone to payment server"
"Method for conducting secure electronic payments to payment acquirer via internet using payment unit e.g. mobile phone, involves connecting payment details from payment server to payment acquirer server to complete electronic payment"
"Method for conducting secure electronic payments to payment acquirer via internet using payment unit e.g. mobile phone, involves connecting payment details from payment server to payment acquirer server to complete electronic payment"
"Method for conducting secure electronic payments to payment acquirer via internet using payment unit e.g. mobile phone, involves connecting payment details from payment server to payment acquirer server to complete electronic payment"
"System for processing data, has processors for receiving token from backend computing device, simulating input including magnetic stripe input or key press input and providing simulated input to transaction processing device"
"Customer authentication method for online financial transaction, involves comparing selected attributes with stored attributes of transactions, to accept use of money card"
"Customer authentication method for online financial transaction, involves comparing selected attributes with stored attributes of transactions, to accept use of money card"
"Customer authentication method for online financial transaction, involves comparing selected attributes with stored attributes of transactions, to accept use of money card"
"Customer authentication method for online financial transaction, involves comparing selected attributes with stored attributes of transactions, to accept use of money card"
"Customer authentication method for online financial transaction, involves comparing selected attributes with stored attributes of transactions, to accept use of money card"
"Customer authentication method for online financial transaction, involves comparing selected attributes with stored attributes of transactions, to accept use of money card"
"System for retrieving or depositing package using beacon i.e. radio frequency beacon, has processor for identifying user or locker selected by user based on information communicated by user device to beacon and causing locker to open"
"Wearable device e.g. watch for authenticating user into user account at user device, has controller that controls communication device to emit wireless signal for user authentication at user device when wearable device with user"
"System for retrieving or depositing package using beacon, has processors that cause locker to unlock based on verifying user device associated with locker and authenticating user to access locker"
"Method for facilitating account verification over e.g. mobile telecommunication network during electronic commerce, involves posting funds received from account of client with financial institution to client account with service provider"
"System for retrieving electronic receipts for purchased item by using user device, has processors determining local electronic receipts from merchants within predetermined distance from location and presenting local receipts to user"
"System for providing augmented reality output based on acquisition limitations of e.g. eggs, during grocery shopping, has processor determining augmented reality output data, and outputting augmented reality output data with visual data"
"Computer-implemented method for pre-fetching e.g. data in internet, involves determining whether set of network-accessible data items is frequently viewed, and transmitting network-accessible data item to user device"
"System for implementing in-context messaging with communication apparatus, has hardware processors for automatically attaching first message to second message and forwarding first and second messages to user device of user"
"Network system for evaluating image sharpness in e.g. social networking system, has processor that generates sharpness score of image based on application of weighting matrix to blur scores of rectangular regions"
"Network system for evaluating image sharpness in e.g. social networking system, has processor that generates sharpness score of image based on application of weighting matrix to blur scores of rectangular regions"
"Network system for evaluating image sharpness in e.g. social networking system, has processor that generates sharpness score of image based on application of weighting matrix to blur scores of rectangular regions"
"Method for providing data limit aware content rendering over e.g. public network, by machine for on-line shopping application, involves deriving data limit values from data plan information, and generating modified web page using processor"
"Consumer processing system communicates consumer activity data set from interface to merchant, based on establishment or comparison result"
"System for dispensing e.g. food items, through proximity detected e.g. personal computer, with users, has hardware processors for providing item to user in accordance with user specific dispensing instructions"
"Unified dispute resolution process system for e.g. buyer, has unified interface providing information related to disputes associated with payment processing systems, where disputes relate to chargeback"
"System for performing communication of orders and payments during a car drive by using wireless beacons, comprises a non-transitory memory that is coupled with multiple hardware processors for reading the instructions"
"System for providing social media marketplace to facilitate shopping for products liked on social media network, is provided with information associated with user liking the product is displayed on social media website"
"Method for making funds of transaction available to user, involves calculating risk using information from user profile, and making funds of funding entry available before funding entry clearsbased on risk score exceeding transfer threshold"
"Method for verifying identity of card holder associated with e.g. debit card using mobile phone of payment device, involves verifying that identity of card holder is same as identity associated with card based on analysis of information"
NA
"System for credit preauthorization on user device detection, has hardware processor that determines and transmits credit preauthorization amount based on user information to merchant device corresponds to merchant information"
"System for credit preauthorization on user device detection, has hardware processor that determines and transmits credit preauthorization amount based on user information to merchant device corresponds to merchant information"
"System for providing financing offer based on user's browsing session to purchase e.g. items, over Internet, has hardware processors crediting seller account, and establishing agreement of financing offer between user and lender"
"System for financing of mobile device e.g. cellular phone, involves determining financing terms for purchase of mobile device based on information derived from the user's payment account at the payment service provider"
"Online affordability based purchasing system for supporting potential purchases of e.g. home, has web server for offering product for sale, and software engine for determining amount buyer can finance using portion of credit information"
"Online affordable purchasing system for performing screening, filtering and analysis for purchases and potential purchases, has hardware processors for communicating presentation comprising options to device for display"
"System for unified payment account establishment and incorporation in main payment account by personal computing device, has hardware processors for communicating merchant account to merchant for use by user in merchant application"
"System for exchanging e.g. eye data, using split path data communications in e.g. website servers, has server device whose communication interface receives user data from user device in response to transmittal of electronic message"
"System for exchanging e.g. eye data, using split path data communications in e.g. website servers, has server device whose communication interface receives user data from user device in response to transmittal of electronic message"
"Computer system for performing data processing to enable user to manage electronic transaction, has multiple hardware processors for determining option based on data for preventing potential account overdraft"
"System for processing financial transaction e.g. check in automated teller machine (ATM) in data processing system, has hardware processors for receiving identifier of payee by user at ATM, and processing value transfer to payee"
"System for processing electronic bill in automatic teller machine in data processing system, has processors connected to memory and adapted for executing instructions for transmitting scanned image and transaction result to device of user"
"Computer system for providing cloud-based application security, comprises client device, where graphical user interface is provided for displaying data, and hardware processors are configured to read instructions from non-transitory memory"
"System for assisting a user with bill payment on a graphical user interface, comprises multiple hardware processors that are coupled with a non-transitory memory for reading instructions"
"System for facilitating purchase of e.g. product, has processors receiving selection of payment instrument from user and receiving request from merchant to process payment with payment instrument for purchase"
"Automated loan transaction system for electronic commerce applications, processes received loan request, by interacting with lenders and lendee"
"Automated loan transaction system for electronic commerce applications, processes received loan request, by interacting with lenders and lendee"
"Automated loan transaction system for electronic commerce applications, processes received loan request, by interacting with lenders and lendee"
"System for handling financial transaction between recipient and sender, has processor that determines account of recipient of funds based on phone number of recipient in payment link and transfers amount of fund to account of recipient"
"Automated method for releasing funds from automated clearing house entry before clearance of automated clearing house entry, involves receiving request from user to transfer value, and retrieving profile of user"
"Method for facilitating online payment transactions in currencies between participants of e.g. online auction facility, involves sending instructions to third party system to execute trades on payment transactions using stored exchange rate"
"Computer implemented method for verifying consumers in transaction systems, involves determining consumer transaction identifier based on goods shipped by merchant to consumer and services performed by merchant"
"Method for offering credit product by credit issuer to consumer at point-of-sale between merchant and consumer involves presenting to consumer point-of-sale, data field in credit issuer data set"
"Method for expediting electronic fund transfer, involves initiating electronic funds transfer transactions using automated clearing house operator, where each transaction is associated with financial institution routing numbers"
"Creditworthiness determining method for field electronic transactions involves assigning corresponding risk and trust scores for authorized and permitted users based on details of completed and failed transactions"
"Creditworthiness determining method for field electronic transactions involves assigning corresponding risk and trust scores for authorized and permitted users based on details of completed and failed transactions"
"Creditworthiness determining method for field electronic transactions involves assigning corresponding risk and trust scores for authorized and permitted users based on details of completed and failed transactions"
"Computer-implemented method for engaging transaction i.e. electronic transaction, between e.g. company, and merchant in e.g. online environment, involves communication authorization response from provider to merchant and business entity"
"System for offering e.g. credit card, by credit issuer to consumer at e.g. website, has processor mechanism processing transaction at point-of sale without redirecting consumer using computing device to third party location"
"Method for facilitating instant availability of funds from automated clearing house (ACH) transaction, involves exceeding transfer threshold based on risk score and making funds of funding entry available before funding entry clears"
"System for providing payment application for making online/mobile payment, has sending instruction to make payment from customer account to merchant account of physical location using personalized merchant physical location screen"
"System for providing payment application for making online/mobile payment, has sending instruction to make payment from customer account to merchant account of physical location using personalized merchant physical location screen"
"Method for processing online payment transactions in e.g. private currencies between participants of network-based transaction facility to purchase goods, involves performing transfer of funds between two balances based on approval"
"Computing system for facilitating consumer transactions in retail and establishment, provides automatic wireless checkins when third party mobile devices are present at participating merchants without any affirmative activity"
"Computing system for facilitating consumer transactions in retail and establishment, provides automatic wireless checkins when third party mobile devices are present at participating merchants without any affirmative activity"
"System for providing shared authentication for limited use of an associated account, comprises a transaction processing module of a payment provider and a hardware processor that accesses a transaction between a user and a merchant"
"Method for utilizing payment provider accounts during travel for electronic payments through physical funding instruments, involves processing payment request based on determining current location matches known or authorized location"
"Method for collecting inventory data about group of machines at office for managing enterprise-wide technology migration, involves using dedicated client machine to receive and process inventory file for machines in group of machines"
"Method for performing payments in remote transactions between buyer and vendor by using e.g. mobile phone, involves generating first token, and transmitting first token to communication device of buyer by computer system of service provider"
"Method for restricting payment from account based on account user location in e.g. smart phone, involves authorizing or denying request based on whether current mobile payer device location is included in authorized user location"
"System for intelligent selection of transaction processing technology, has processor to configure payment process used by user with merchant location using payment data of prospective merchant"
"Intermediate server system has communication system is configured to transmit second set of data to credit issuer systems that are based on transaction data and is configured to facilitate offers to user"
"Mobile device system for realizing automatic synchronization for device for transaction processing based on geo-fenced locations, has hardware processors configured to execute instructions to configure device system for use of mechanism"
"System for providing an interactive real-time money management dashboard on a user computing device, comprises a data store for storing a set of instructions, user account information and user transaction data associated"
"System for facilitating e.g. purchase transaction, using pattern recognition for buying goods in retail marketplaces, has processor for storing pattern entry data and electronic commerce transaction in hardware memory"
"System for facilitating e.g. purchase transaction, using pattern recognition for buying goods in retail marketplaces, has processor for storing pattern entry data and electronic commerce transaction in hardware memory"
"System for offering credit product by credit issuer to consumer at point-of-sale (POS), has processor processing response and portion of transaction without redirecting user device away from online merchant site"
"Computer system for offering credit product by credit issuer to consumer at point-of-sale, has processor to process response and remaining portion of transaction without redirecting user away from online merchant site"
"Electronic network payment system e.g. credit card system for facilitating financial transaction over network, has processor for communicating funding instrument number corresponding to funding instrument of consumer to third party system"
"System for making online payments to merchants, has hardware processors reading instructions for sending payment confirmation over electronic network after sending product modifier and payer account credentials"
"Process for setting up travel account with payment provider by user, involves processing payment request based on determining whether current location matches authorized location and authentication information"
"System for delivering electronic receipt to e.g. email account, of recipient by e.g. online merchant, for facilitating electronic purchase transaction, has hardware processors for receiving restriction on payment request information"
"Method for verifying financial instrument/account such as credit card, involves authorizing one financial instrument based on stored detail and matched with requested detail"
"Method for facilitating online multi-currency payment transactions between participants of e.g. online auction facility, involves informing recipient about payment in sender-selected currency by communicating user interface to recipient"
"Multi-party electronic transaction through Internet, involves informing authority about transactions involving offer, after checking validity of offer"
"Multi-platform in-application payment system for making online and/or mobile payment, makes second payment using some of second subset of amount of funds that are allocated to determine first user account to second user account budget"
"System for providing specific graphical user interface (GUI) based on real-time data and projected data, has processor to determine impact of desired expense information on spendable resources and causes to be displayed content"
"On-line payment transaction method in network-based transaction facility, involves accepting personal billing information indicating payment option selected by buyer for paying money to seller"
"System for facilitating online transaction of products between merchant and consumer, has processor for receiving request to process transaction for purchase of products by merchant and determining benefit for consumer affinity entity"
"System for dynamic authenticating user in transaction through user information based on merchant confidence in identity of consumer, has network interface component for communicating confidence rating to merchant device"
"System for dynamic authenticating user in transaction through user information based on merchant confidence in identity of consumer, has network interface component for communicating confidence rating to merchant device"
"System for communicating transaction and item information for items in transaction to payer party for approval and payment at restaurant, has communication device whose communication module receives notification associated with request"
"Method of providing variable credit account to consumer, involves opening variable credit account with open-ended loan portion and close-ended loan portion, if credit account offer is accepted by consumer"
"Computer system for providing multi-lender servicing of credit allowance, has allowance manager for updating available credit amount of credit allowance in response to user accepting offer by lender to provide credit for transaction"
"Computer system for providing multi-lender servicing of credit allowance, has allowance manager for updating available credit amount of credit allowance in response to user accepting offer by lender to provide credit for transaction"
"System for providing cash using crowd sourcing, has processor which is configured to transmit request to several lenders that match predetermined criteria of requestor"
"Accepting an ACH (automated clearing house) entry as source of funds for financial institution involves charging all or portion of first value against credit source if ACH entry is rejected"
"Processor readable storage devices for processing of physical source of e.g. financial information for financial transactions in e.g. network, have set of instructions for determining information from image of source"
"Cash authorization system for withdrawing cash from financial institution account at cash machine, has processor for instructing cash machine to distribute requested cash when user-provided code received at machine matches one-time code"
"Cash authorization system for withdrawing cash from financial institution account at cash machine, has processor for instructing cash machine to distribute requested cash when user-provided code received at machine matches one-time code"
"Cash authorization system for withdrawing cash from financial institution account at cash machine, has processor for instructing cash machine to distribute requested cash when user-provided code received at machine matches one-time code"
"Electronic payment restriction system for restricting purchases made by children, has processors applying purchasing limitations to request in response to determination that entity includes authority to make decisions for another entity"
"System for facilitating financial/payment transactions by using e.g. credit cards for purchasing products and services over Internet, has processor for receiving notification that financial transaction is processed"
"Multi-platform, in-application payment system for making online and/or mobile payments, has multiple hardware processors placed for rendering user account budget reporting screen including first platform application indicator"
"Method for performing financial transaction for funding of on-line payments between on-line merchant or retailer and consumer by using networked electronic payment processing system, involves processing request for payment"
"Payment processing apparatus for making payments at merchant locations for performing transaction, has sensor detecting user activity related to making payment, and display displaying payment code to user in response to detecting activity"
"Payment processing apparatus for making payments at merchant locations for performing transaction, has sensor detecting user activity related to making payment, and display displaying payment code to user in response to detecting activity"
"System for providing payment mechanism integration wizard, has processor presenting information to online merchant for integrating code snippets and files into online commercial website of online merchant, where instructions obtain code"
"Transaction recovery system for recovering declined payment transactions during purchase, has hardware processors to receive request from merchant to process payment with second payment instrument for purchase"
"System for delegating spending authority from one device to another device, has hardware processors in communication with memories and operable to process payment request received from other device using account of user"
"System for verifying identity of payment recipient, has hardware processors that are operable to transfer payment from account of user to account of payment recipient in response to receiving third communication"
"Method for making payment based on proximity and social contacts, involves receiving request for payment from user through user device by processor of payment provider and determining location of user device"
"Method for making payment based on proximity and social contacts, involves receiving request for payment from user through user device by processor of payment provider and determining location of user device"
"Computer program code for supporting affordability-based financing of online purchase of e.g. automobile, from e.g. multi-seller system, using computer of buyer, has set of instructions for directing computer to receive response"
"System for restricting purchases made by children from merchant, has memory to store parent account information, and processor to access parent account and determine authorization of child to purchase product from parent account"
"Multi-platform in-application payment system for making online and mobile payments, has hardware processors to read instructions from memory to transfer funds from funding source to payment account on receiving fund transfer instruction"
"Payment transaction system has server in communication with network-based device to process payment transaction request received with respect to message in message pane"
"System for providing e.g. item purchasing services, through computing devices, has set of hardware processors for processing requested transaction in response to validation of transaction request by provider of third party account"
"System for enabling payments between two parties, comprises hardware processors that read instructions from a memory for receiving an indication that a device is accessing a uniform resource locator link"
"System for checking in using standard low energy beacons installed at location e.g. merchant location, has processor that process pre-check-in of user at second location before user arrives at second location"
"Smart phone device e.g. smart wallet, for intelligently making electronic payments of items through PayPal, has signal processor for completing data transfer process between phone device and secondary device based on touch-screen data"
"System for remote purchasing using wallet, receives confirmation from user without using merchant website, and processes payment to merchant from account of user"
"System for performing payment transaction using user device, has non-transitory memory to store user account, and hardware processors to authorize the payment request using authentication information, location and type of purchase"
"Instant credit providing method, involves accepting offer of instant credit by consumer, and consummating transaction between consumer and merchant using provided instant credit, when instant credit is offered to consumer"
"Method for verifying financial instrument e.g. credit card, involves approving use of source of funds by user, based on result of comparison of variable transaction details with provided transaction details"
"System for classifying user account as fraudulent user account, has processor that determines risk level associated with account based on comparing respective loss values against multiple loss value thresholds"
"System for security authentication using payment card display devices at accepted merchant location, comprises an account module having a processor that accesses a payment card data and a database that stores payment sources data"
"Method for calculating fees for online financial services, such as use of credit cards, involves extracting fee calculation data from database into data cache, and calculating transaction fee for online transaction based on base fee"
"System for offering credit product to consumer at point-of-sale, has processor that processes transaction at merchant point-of sale without redirecting consumer to third party site such that merchant retains interaction with consumer"
"Method for performing payment for selected product in remote transactions between buyer and vendor using interactive voice response for online commerce application, involves associating payment request with purchase selection based on token"
"Method for facilitating online payments, involves verifying payment request complies with terms of payment agreement, and processing payment request using processor"
"Method for payment service provider in handling electronic payment transaction initiated during phone call, involves receiving request for payment from user by processor of payment service provider and determining identifier of user"
"Financial instrument e.g. credit card, acceptance determining method, involves verifying authorization of person to use financial instrument as source of funds based on risk level associated with entity"
"Method for providing recommendations based on branding, involves accessing corpus containing user queries and evaluating user queries that contain disjunction of brand terms"
"System for locating item e.g. clothing items to assist user in retail store, has processor to cause item location device associated with item that meets shopping preference to alert user"
"Method for facilitating on-line gifting of sweaters using e.g. tablet by recipient for business application in store, involves sending value of item and description of item to recipient with modifying transaction in accordance with value"
"Service provider system has purchase request that is generated for item in transaction having purchase information associated with set of criteria"
"Computer system for providing enhanced communication and features for mobile transactions and payments, has processors which process mobile transaction based on whether application is available to computing device"
"Computer system for providing enhanced communication and features for mobile transactions and payments, has processors which process mobile transaction based on whether application is available to computing device"
"System for facilitating grocery shopping at stores, has notification module for receiving matches from geolocation module and alerting member of collaborative shopping group to purchase item"
"System for providing purchasing of products in feed, has processor to receive user confirmation to complete purchase of product and to provide confirmation message for display in response to determining that payment has been processed"
"System for providing purchasing of products in information feed over network, has processor that transmits purchase confirmation over network based on receiving user confirmation to purchase referenced product"
"Multi-currency transaction approval system between merchant and customer has server that approves transaction when amount in first currency is within risk range of price in first currency in accordance with current exchange rates"
"Multi-currency transaction approval system between merchant and customer has server that approves transaction when amount in first currency is within risk range of price in first currency in accordance with current exchange rates"
"Networked system for analyzing and leveraging distinguishing characteristics among merchants, has hardware processors for storing first and second distinguishing characteristics with first and second merchant information in payment database"
"System for selecting diverse product titles to display on website, has product selection engine that randomly selects product from multiple clusters"
"System for improving shopper experience, has processor which causes item location device associated with item that meets one shopping preference to alert user and to display price for item based on shopper profile information"
"Method for forming parallel corpora, involves forming first description into sentence in language as translation of second description into language in response to first description and second description being structurally similar"
"Payment provider server for online shopping, has processor processes second payment with payment provider to account of second merchant using information without need for user to provide login information to account of user with provider"
"Method for targeted assistance on user check-in, involves receiving targeted assistance options for user based in portion on beacon identifier and device information and display targeted assistance options to user"
"System for online shopping cart management, has shopping cart module which provide option to check out another one of related items in response to receiving checkout request"
"System for analyzing and leveraging distinguishing characteristics among merchants, has hardware processors to communicate recommendation of subset of multiple merchants to user device of user for display"
"System for analyzing and leveraging distinguishing characteristics among merchants, has hardware processors to communicate recommendation of subset of multiple merchants to user device of user for display"
"Integrated finding experience involves presenting view of graphical user interface including search results from database, detecting cursor event over search result, and presenting another view of user interface by processor of machine"
"Customer shopping help system has processor that selects first product that is located in merchant physical location area, and provides product recommendation for first product over network for display on first customer device"
"Method for facilitating cash user-user/seller-seller/seller-user transaction via e.g. network computing device in proximity of seller, involves facilitating transaction between user via user device and other users"
"System for visualizing user spending data in altered reality through mobile communications device, has processor for determining sub-location within location that corresponds to category of item and displaying reality through user interface"
"System for constraining queries to categories, has processor executing search query to identify search results including second set of categories as constraints, and communicating search results to user"
"Customer selection determination system for determining customer selections in physical merchant locations, has processor that determines first product associated with first product location in non-transitory memory"
"Automatic address validation method of on-line data processing, involves locating account associated with received identifier, and comparing portion of postal address with multiple candidate addresses that are associated with account"
"System for presenting selectable checkout options for item listing on single page, has checkout option display module, where visual representation of selection of selectable item identifier and selectable checkout options is displayed"
"Method for presenting item preview with aggregation to list, involves presenting icon to indicate inclusion of item, and performing presenting of icon by module implemented by processor of machine"
"System for generating sale transaction from voice data input by user, has hardware processors that determine sales transaction from purchase preference and parameter, and present sales transaction to user"
"Smart shopping list system for displaying shopping list of e.g. egg on e.g. wearable smart watch with system provider device, has shopping list support engine for providing products remaining in shopping list information in order"
"System for providing quick online transaction, has processors for performing immediate processing of purchase transaction if user is determined to be logged in to transaction system and user information is present in transaction system"
"System for improving shopping experience, has processors to determine location of user by detecting electronic communication between beacon installed in dressing room of merchant store and mobile device of user"
"System for analyzing and leveraging distinguishing characteristic among merchant, has processor that communicates recommendation of subset of multiple merchants to user based on preferences of user and secondary characteristic of merchants"
"Method for providing help to consumer performing online product research in internet commerce, involves selecting set of web sites based on product type and set of desired product features, and presenting set of web sites to the consumer"
"System for implementing line position bidding transaction using payment provider server, has processor for receiving instruction from user for line position bidding, where implementation of line position bidding is based on instruction"
